sip_id,user_id,month,risk_profile,status,amount_inr
900006,NV400014,2026-06,Moderate,Active,2428.87
900006,NV400014,2026-07,Moderate,Active,2428.87
900007,NV400016,2026-01,Moderate,Active,1815.8
900007,NV400016,2026-02,Moderate,Active,1815.8
900007,NV400016,2026-03,Moderate,Active,1815.8
900007,NV400016,2026-04,Moderate,Active,1815.8
900007,NV400016,2026-05,Moderate,Active,1815.8
900007,NV400016,2026-06,Moderate,Active,1815.8
900007,NV400016,2026-07,Moderate,Active,1815.8
900008,NV400022,2026-01,Moderate,Active,1912.5
900008,NV400022,2026-02,Moderate,Active,1912.5
900008,NV400022,2026-03,Moderate,Active,1912.5
900008,NV400022,2026-04,Moderate,Active,1912.5
900008,NV400022,2026-05,Moderate,Active,1912.5
900008,NV400022,2026-06,Moderate,Active,1912.5
900008,NV400022,2026-07,Moderate,Active,1912.5
900009,NV400023,2026-01,Moderate,Active,2783.43
900009,NV400023,2026-02,Moderate,Active,2783.43
900009,NV400023,2026-03,Moderate,Active,2783.43
900009,NV400023,2026-04,Moderate,Paused,0.0
900009,NV400023,2026-05,Moderate,Active,2783.43
900009,NV400023,2026-06,Moderate,Active,2783.43
900009,NV400023,2026-07,Moderate,Active,2783.43
900010,NV400032,2026-01,Moderate,Active,1466.36
900010,NV400032,2026-02,Moderate,Active,1466.36
900010,NV400032,2026-03,Moderate,Active,1466.36
900010,NV400032,2026-04,Moderate,Active,1466.36
900010,NV400032,2026-05,Moderate,Active,1466.36
900010,NV400032,2026-06,Moderate,Active,1466.36
900010,NV400032,2026-07,Moderate,Active,1466.36
900011,NV400033,2026-01,Moderate,Active,3849.59
900011,NV400033,2026-02,Moderate,Paused,0.0
900011,NV400033,2026-03,Moderate,Active,3849.59
900011,NV400033,2026-04,Moderate,Active,3849.59
900011,NV400033,2026-05,Moderate,Active,3849.59
900011,NV400033,2026-06,Moderate,Active,3849.59
900011,NV400033,2026-07,Moderate,Active,3849.59
900012,NV400039,2026-01,Aggressive,Active,5181.51
900012,NV400039,2026-02,Aggressive,Active,5181.51
900012,NV400039,2026-03,Aggressive,Active,5181.51
900012,NV400039,2026-04,Aggressive,Active,5181.51
900012,NV400039,2026-05,Aggressive,Active,5181.51
900012,NV400039,2026-06,Aggressive,Active,5181.51
900012,NV400039,2026-07,Aggressive,Active,5181.51
900013,NV400040,2026-01,Conservative,Active,6826.41
900013,NV400040,2026-02,Conservative,Active,6826.41
900013,NV400040,2026-03,Conservative,Active,6826.41
900013,NV400040,2026-04,Conservative,Active,6826.41
900013,NV400040,2026-05,Conservative,Cancelled,0.0
900014,NV400051,2026-02,Aggressive,Active,2412.11
900014,NV400051,2026-03,Aggressive,Active,2412.11
900014,NV400051,2026-04,Aggressive,Active,2412.11
900014,NV400051,2026-05,Aggressive,Active,2412.11
900014,NV400051,2026-06,Aggressive,Active,2412.11
900014,NV400051,2026-07,Aggressive,Active,2412.11
900015,NV400053,2026-01,Aggressive,Active,1658.69
900015,NV400053,2026-02,Aggressive,Active,1658.69
900015,NV400053,2026-03,Aggressive,Active,1658.69
900015,NV400053,2026-04,Aggressive,Paused,0.0
900015,NV400053,2026-05,Aggressive,Cancelled,0.0
900016,NV400053,2026-05,Aggressive,Active,1418.42
900016,NV400053,2026-06,Aggressive,Active,1418.42
900016,NV400053,2026-07,Aggressive,Active,1418.42
900017,NV400054,2026-01,Conservative,Active,1799.74
900017,NV400054,2026-02,Conservative,Active,1799.74
900017,NV400054,2026-03,Conservative,Active,1799.74
900017,NV400054,2026-04,Conservative,Active,1799.74
900017,NV400054,2026-05,Conservative,Active,1799.74
900017,NV400054,2026-06,Conservative,Active,1799.74
900017,NV400054,2026-07,Conservative,Active,1799.74
900018,NV400062,2026-01,Moderate,Active,5567.11
900018,NV400062,2026-02,Moderate,Active,5567.11
900018,NV400062,2026-03,Moderate,Active,5567.11
900018,NV400062,2026-04,Moderate,Active,5567.11
900018,NV400062,2026-05,Moderate,Active,5567.11
900018,NV400062,2026-06,Moderate,Active,5567.11
900018,NV400062,2026-07,Moderate,Active,5567.11
900019,NV400069,2026-01,Conservative,Paused,0.0
900019,NV400069,2026-02,Conservative,Active,3553.78
900019,NV400069,2026-03,Conservative,Active,3553.78
900019,NV400069,2026-04,Conservative,Active,3553.78
900019,NV400069,2026-05,Conservative,Active,3553.78
900019,NV400069,2026-06,Conservative,Paused,0.0
900019,NV400069,2026-07,Conservative,Active,3553.78
900020,NV400072,2026-04,Moderate,Active,1603.09
900020,NV400072,2026-05,Moderate,Active,1603.09
900020,NV400072,2026-06,Moderate,Paused,0.0
900020,NV400072,2026-07,Moderate,Active,1603.09
900021,NV400073,2026-01,Moderate,Active,6394.63
900021,NV400073,2026-02,Moderate,Active,6394.63
900021,NV400073,2026-03,Moderate,Active,6394.63
900021,NV400073,2026-04,Moderate,Active,6394.63
900021,NV400073,2026-05,Moderate,Active,6394.63
900021,NV400073,2026-06,Moderate,Active,6394.63
900021,NV400073,2026-07,Moderate,Active,6394.63
900022,NV400074,2026-01,Aggressive,Active,5615.92
900022,NV400074,2026-02,Aggressive,Active,5615.92
900022,NV400074,2026-03,Aggressive,Active,5615.92
900022,NV400074,2026-04,Aggressive,Active,5615.92
900022,NV400074,2026-05,Aggressive,Active,5615.92
900022,NV400074,2026-06,Aggressive,Active,5615.92
900022,NV400074,2026-07,Aggressive,Active,5615.92
900023,NV400075,2026-01,Moderate,Active,2835.89
900023,NV400075,2026-02,Moderate,Active,2835.89
900023,NV400075,2026-03,Moderate,Active,2835.89
900023,NV400075,2026-04,Moderate,Active,2835.89
900023,NV400075,2026-05,Moderate,Active,2835.89
900023,NV400075,2026-06,Moderate,Active,2835.89
900023,NV400075,2026-07,Moderate,Active,2835.89
900024,NV400081,2026-01,Moderate,Active,3295.75
900024,NV400081,2026-02,Moderate,Active,3295.75
900024,NV400081,2026-03,Moderate,Paused,0.0
900024,NV400081,2026-04,Moderate,Active,3295.75
900024,NV400081,2026-05,Moderate,Cancelled,0.0
900025,NV400083,2026-01,Conservative,Active,6024.04
900025,NV400083,2026-02,Conservative,Active,6024.04
900025,NV400083,2026-03,Conservative,Active,6024.04
900025,NV400083,2026-04,Conservative,Active,6024.04
900025,NV400083,2026-05,Conservative,Active,6024.04
900025,NV400083,2026-06,Conservative,Active,6024.04
900025,NV400083,2026-07,Conservative,Active,6024.04
900026,NV400083,2026-03,Conservative,Active,985.22
900026,NV400083,2026-04,Conservative,Active,985.22
900026,NV400083,2026-05,Conservative,Active,985.22
900026,NV400083,2026-06,Conservative,Active,985.22
900026,NV400083,2026-07,Conservative,Active,985.22
900027,NV400084,2026-01,Aggressive,Active,2085.66
900027,NV400084,2026-02,Aggressive,Active,2085.66
900027,NV400084,2026-03,Aggressive,Active,2085.66
900027,NV400084,2026-04,Aggressive,Active,2085.66
900027,NV400084,2026-05,Aggressive,Paused,0.0
900027,NV400084,2026-06,Aggressive,Paused,0.0
900027,NV400084,2026-07,Aggressive,Active,2085.66
900028,NV400084,2026-05,Aggressive,Active,1880.82
900028,NV400084,2026-06,Aggressive,Active,1880.82
900028,NV400084,2026-07,Aggressive,Active,1880.82
900029,NV400086,2026-02,Moderate,Active,3718.91
900029,NV400086,2026-03,Moderate,Active,3718.91
900029,NV400086,2026-04,Moderate,Active,3718.91
900029,NV400086,2026-05,Moderate,Paused,0.0
900029,NV400086,2026-06,Moderate,Paused,0.0
900029,NV400086,2026-07,Moderate,Active,3718.91
900030,NV400087,2026-01,Conservative,Active,2458.5
900030,NV400087,2026-02,Conservative,Active,2458.5
900030,NV400087,2026-03,Conservative,Active,2458.5
900030,NV400087,2026-04,Conservative,Active,2458.5
900030,NV400087,2026-05,Conservative,Active,2458.5
900030,NV400087,2026-06,Conservative,Active,2458.5
900030,NV400087,2026-07,Conservative,Active,2458.5
900031,NV400088,2026-01,Conservative,Active,4277.51
900031,NV400088,2026-02,Conservative,Active,4277.51
900031,NV400088,2026-03,Conservative,Paused,0.0
900031,NV400088,2026-04,Conservative,Active,4277.51
900031,NV400088,2026-05,Conservative,Active,4277.51
900031,NV400088,2026-06,Conservative,Active,4277.51
900031,NV400088,2026-07,Conservative,Active,4277.51
900032,NV400090,2026-01,Moderate,Active,2311.13
900032,NV400090,2026-02,Moderate,Active,2311.13
900032,NV400090,2026-03,Moderate,Active,2311.13
900032,NV400090,2026-04,Moderate,Active,2311.13
900032,NV400090,2026-05,Moderate,Active,2311.13
900032,NV400090,2026-06,Moderate,Active,2311.13
900032,NV400090,2026-07,Moderate,Cancelled,0.0
900033,NV400090,2026-05,Moderate,Cancelled,0.0
900034,NV400095,2026-01,Moderate,Active,2709.78
900034,NV400095,2026-02,Moderate,Active,2709.78
900034,NV400095,2026-03,Moderate,Active,2709.78
900034,NV400095,2026-04,Moderate,Active,2709.78
900034,NV400095,2026-05,Moderate,Paused,0.0
900034,NV400095,2026-06,Moderate,Paused,0.0
900034,NV400095,2026-07,Moderate,Active,2709.78
900035,NV400098,2026-01,Aggressive,Active,3097.23
900035,NV400098,2026-02,Aggressive,Active,3097.23
900035,NV400098,2026-03,Aggressive,Active,3097.23
900035,NV400098,2026-04,Aggressive,Active,3097.23
900035,NV400098,2026-05,Aggressive,Active,3097.23
900035,NV400098,2026-06,Aggressive,Active,3097.23
900035,NV400098,2026-07,Aggressive,Active,3097.23
900036,NV400099,2026-01,Conservative,Active,1837.66
900036,NV400099,2026-02,Conservative,Active,1837.66
900036,NV400099,2026-03,Conservative,Active,1837.66
900036,NV400099,2026-04,Conservative,Active,1837.66
900036,NV400099,2026-05,Conservative,Active,1837.66
900036,NV400099,2026-06,Conservative,Active,1837.66
900036,NV400099,2026-07,Conservative,Active,1837.66
900037,NV400108,2026-01,Moderate,Active,3558.83
900037,NV400108,2026-02,Moderate,Active,3558.83
900037,NV400108,2026-03,Moderate,Active,3558.83
900037,NV400108,2026-04,Moderate,Active,3558.83
900037,NV400108,2026-05,Moderate,Active,3558.83
900037,NV400108,2026-06,Moderate,Active,3558.83
900037,NV400108,2026-07,Moderate,Active,3558.83
900038,NV400108,2026-05,Moderate,Active,1698.82
900038,NV400108,2026-06,Moderate,Active,1698.82
900038,NV400108,2026-07,Moderate,Active,1698.82
900039,NV400109,2026-01,Moderate,Active,2054.74
900039,NV400109,2026-02,Moderate,Active,2054.74
900039,NV400109,2026-03,Moderate,Active,2054.74
900039,NV400109,2026-04,Moderate,Active,2054.74
900039,NV400109,2026-05,Moderate,Active,2054.74
900039,NV400109,2026-06,Moderate,Active,2054.74
900039,NV400109,2026-07,Moderate,Active,2054.74
900040,NV400111,2026-01,Moderate,Active,4722.71
900040,NV400111,2026-02,Moderate,Active,4722.71
900040,NV400111,2026-03,Moderate,Active,4722.71
900040,NV400111,2026-04,Moderate,Active,4722.71
900040,NV400111,2026-05,Moderate,Active,4722.71
900040,NV400111,2026-06,Moderate,Active,4722.71
900040,NV400111,2026-07,Moderate,Active,4722.71
900041,NV400111,2026-06,Moderate,Active,2905.6
900041,NV400111,2026-07,Moderate,Active,2905.6
900042,NV400112,2026-01,Moderate,Active,1737.29
900042,NV400112,2026-02,Moderate,Active,1737.29
900042,NV400112,2026-03,Moderate,Active,1737.29
900042,NV400112,2026-04,Moderate,Active,1737.29
900042,NV400112,2026-05,Moderate,Active,1737.29
900042,NV400112,2026-06,Moderate,Active,1737.29
900042,NV400112,2026-07,Moderate,Active,1737.29
900043,NV400114,2026-01,Aggressive,Active,3329.93
900043,NV400114,2026-02,Aggressive,Active,3329.93
900043,NV400114,2026-03,Aggressive,Paused,0.0
900043,NV400114,2026-04,Aggressive,Active,3329.93
900043,NV400114,2026-05,Aggressive,Active,3329.93
900043,NV400114,2026-06,Aggressive,Active,3329.93
900043,NV400114,2026-07,Aggressive,Active,3329.93
900044,NV400115,2026-01,Conservative,Active,6527.25
900044,NV400115,2026-02,Conservative,Active,6527.25
900044,NV400115,2026-03,Conservative,Active,6527.25
900044,NV400115,2026-04,Conservative,Active,6527.25
900044,NV400115,2026-05,Conservative,Active,6527.25
900044,NV400115,2026-06,Conservative,Active,6527.25
900044,NV400115,2026-07,Conservative,Active,6527.25
900045,NV400117,2026-01,Moderate,Active,1050.71
900045,NV400117,2026-02,Moderate,Active,1050.71
900045,NV400117,2026-03,Moderate,Active,1050.71
900045,NV400117,2026-04,Moderate,Active,1050.71
900045,NV400117,2026-05,Moderate,Active,1050.71
900045,NV400117,2026-06,Moderate,Active,1050.71
900045,NV400117,2026-07,Moderate,Active,1050.71
900046,NV400124,2026-01,Moderate,Active,2561.2
900046,NV400124,2026-02,Moderate,Active,2561.2
900046,NV400124,2026-03,Moderate,Active,2561.2
900046,NV400124,2026-04,Moderate,Active,2561.2
900046,NV400124,2026-05,Moderate,Active,2561.2
900046,NV400124,2026-06,Moderate,Active,2561.2
900046,NV400124,2026-07,Moderate,Active,2561.2
900047,NV400125,2026-01,Conservative,Active,2965.59
900047,NV400125,2026-02,Conservative,Active,2965.59
900047,NV400125,2026-03,Conservative,Active,2965.59
900047,NV400125,2026-04,Conservative,Active,2965.59
900047,NV400125,2026-05,Conservative,Cancelled,0.0
900048,NV400130,2026-01,Conservative,Active,3656.54
900048,NV400130,2026-02,Conservative,Active,3656.54
900048,NV400130,2026-03,Conservative,Active,3656.54
900048,NV400130,2026-04,Conservative,Active,3656.54
900048,NV400130,2026-05,Conservative,Paused,0.0
900048,NV400130,2026-06,Conservative,Paused,0.0
900048,NV400130,2026-07,Conservative,Active,3656.54
900049,NV400130,2026-05,Conservative,Cancelled,0.0
900050,NV400140,2026-01,Aggressive,Active,8637.33
900050,NV400140,2026-02,Aggressive,Active,8637.33
900050,NV400140,2026-03,Aggressive,Active,8637.33
900050,NV400140,2026-04,Aggressive,Active,8637.33
900050,NV400140,2026-05,Aggressive,Active,8637.33
900050,NV400140,2026-06,Aggressive,Active,8637.33
900050,NV400140,2026-07,Aggressive,Active,8637.33
900051,NV400148,2026-01,Conservative,Active,4274.24
900051,NV400148,2026-02,Conservative,Active,4274.24
900051,NV400148,2026-03,Conservative,Active,4274.24
900051,NV400148,2026-04,Conservative,Active,4274.24
900051,NV400148,2026-05,Conservative,Active,4274.24
900051,NV400148,2026-06,Conservative,Active,4274.24
900051,NV400148,2026-07,Conservative,Active,4274.24
900052,NV400152,2026-01,Aggressive,Active,1745.43
900052,NV400152,2026-02,Aggressive,Active,1745.43
900052,NV400152,2026-03,Aggressive,Active,1745.43
900052,NV400152,2026-04,Aggressive,Cancelled,0.0
900053,NV400157,2026-01,Conservative,Active,3380.19
900053,NV400157,2026-02,Conservative,Active,3380.19
900053,NV400157,2026-03,Conservative,Active,3380.19
900053,NV400157,2026-04,Conservative,Active,3380.19
900053,NV400157,2026-05,Conservative,Active,3380.19
900053,NV400157,2026-06,Conservative,Active,3380.19
900053,NV400157,2026-07,Conservative,Active,3380.19
900054,NV400158,2026-01,Conservative,Active,5847.75
900054,NV400158,2026-02,Conservative,Active,5847.75
900054,NV400158,2026-03,Conservative,Active,5847.75
900054,NV400158,2026-04,Conservative,Active,5847.75
900054,NV400158,2026-05,Conservative,Active,5847.75
900054,NV400158,2026-06,Conservative,Active,5847.75
900054,NV400158,2026-07,Conservative,Active,5847.75
900055,NV400159,2026-01,Conservative,Active,3496.51
900055,NV400159,2026-02,Conservative,Active,3496.51
900055,NV400159,2026-03,Conservative,Active,3496.51
900055,NV400159,2026-04,Conservative,Active,3496.51
900055,NV400159,2026-05,Conservative,Active,3496.51
900055,NV400159,2026-06,Conservative,Active,3496.51
900055,NV400159,2026-07,Conservative,Active,3496.51
900056,NV400159,2026-02,Conservative,Active,4507.55
900056,NV400159,2026-03,Conservative,Active,4507.55
900056,NV400159,2026-04,Conservative,Active,4507.55
900056,NV400159,2026-05,Conservative,Active,4507.55
900056,NV400159,2026-06,Conservative,Active,4507.55
900056,NV400159,2026-07,Conservative,Active,4507.55
900057,NV400160,2026-02,Moderate,Active,1862.55
900057,NV400160,2026-03,Moderate,Active,1862.55
900057,NV400160,2026-04,Moderate,Active,1862.55
900057,NV400160,2026-05,Moderate,Active,1862.55
900057,NV400160,2026-06,Moderate,Paused,0.0
900057,NV400160,2026-07,Moderate,Active,1862.55
900058,NV400160,2026-05,Moderate,Active,4311.58
900058,NV400160,2026-06,Moderate,Paused,0.0
900058,NV400160,2026-07,Moderate,Cancelled,0.0
900059,NV400161,2026-01,Conservative,Active,5382.78
900059,NV400161,2026-02,Conservative,Active,5382.78
900059,NV400161,2026-03,Conservative,Active,5382.78
900059,NV400161,2026-04,Conservative,Active,5382.78
900059,NV400161,2026-05,Conservative,Active,5382.78
900059,NV400161,2026-06,Conservative,Active,5382.78
900059,NV400161,2026-07,Conservative,Active,5382.78
900060,NV400163,2026-01,Moderate,Active,4205.69
900060,NV400163,2026-02,Moderate,Active,4205.69
900060,NV400163,2026-03,Moderate,Active,4205.69
900060,NV400163,2026-04,Moderate,Active,4205.69
900060,NV400163,2026-05,Moderate,Active,4205.69
900060,NV400163,2026-06,Moderate,Active,4205.69
900060,NV400163,2026-07,Moderate,Active,4205.69
900061,NV400164,2026-01,Moderate,Active,2098.53
900061,NV400164,2026-02,Moderate,Active,2098.53
900061,NV400164,2026-03,Moderate,Active,2098.53
900061,NV400164,2026-04,Moderate,Active,2098.53
900061,NV400164,2026-05,Moderate,Active,2098.53
900061,NV400164,2026-06,Moderate,Active,2098.53
900061,NV400164,2026-07,Moderate,Active,2098.53
900062,NV400164,2026-04,Moderate,Active,2642.43
900062,NV400164,2026-05,Moderate,Active,2642.43
900062,NV400164,2026-06,Moderate,Active,2642.43
900062,NV400164,2026-07,Moderate,Active,2642.43
900063,NV400166,2026-01,Conservative,Active,2502.12
900063,NV400166,2026-02,Conservative,Active,2502.12
900063,NV400166,2026-03,Conservative,Active,2502.12
900063,NV400166,2026-04,Conservative,Active,2502.12
900063,NV400166,2026-05,Conservative,Active,2502.12
900063,NV400166,2026-06,Conservative,Active,2502.12
900063,NV400166,2026-07,Conservative,Active,2502.12
900064,NV400167,2026-01,Moderate,Active,1785.16
900064,NV400167,2026-02,Moderate,Active,1785.16
900064,NV400167,2026-03,Moderate,Paused,0.0
900064,NV400167,2026-04,Moderate,Active,1785.16
900064,NV400167,2026-05,Moderate,Paused,0.0
900064,NV400167,2026-06,Moderate,Active,1785.16
900064,NV400167,2026-07,Moderate,Active,1785.16
900065,NV400168,2026-01,Aggressive,Active,1620.35
900065,NV400168,2026-02,Aggressive,Active,1620.35
900065,NV400168,2026-03,Aggressive,Active,1620.35
900065,NV400168,2026-04,Aggressive,Active,1620.35
900065,NV400168,2026-05,Aggressive,Active,1620.35
900065,NV400168,2026-06,Aggressive,Active,1620.35
900065,NV400168,2026-07,Aggressive,Active,1620.35
900066,NV400168,2026-07,Aggressive,Active,1972.41
900067,NV400169,2026-01,Conservative,Active,4935.37
900067,NV400169,2026-02,Conservative,Active,4935.37
900067,NV400169,2026-03,Conservative,Active,4935.37
900067,NV400169,2026-04,Conservative,Active,4935.37
900067,NV400169,2026-05,Conservative,Active,4935.37
900067,NV400169,2026-06,Conservative,Active,4935.37
900067,NV400169,2026-07,Conservative,Active,4935.37
900068,NV400172,2026-01,Moderate,Active,905.39
900068,NV400172,2026-02,Moderate,Active,905.39
900068,NV400172,2026-03,Moderate,Active,905.39
900068,NV400172,2026-04,Moderate,Active,905.39
900068,NV400172,2026-05,Moderate,Paused,0.0
900068,NV400172,2026-06,Moderate,Paused,0.0
900068,NV400172,2026-07,Moderate,Active,905.39
900069,NV400184,2026-01,Moderate,Paused,0.0
900069,NV400184,2026-02,Moderate,Active,2092.6
900069,NV400184,2026-03,Moderate,Active,2092.6
900069,NV400184,2026-04,Moderate,Active,2092.6
900069,NV400184,2026-05,Moderate,Paused,0.0
900069,NV400184,2026-06,Moderate,Active,2092.6
900069,NV400184,2026-07,Moderate,Active,2092.6
900070,NV400185,2026-04,Aggressive,Active,6951.31
900070,NV400185,2026-05,Aggressive,Active,6951.31
900070,NV400185,2026-06,Aggressive,Active,6951.31
900070,NV400185,2026-07,Aggressive,Active,6951.31
900071,NV400187,2026-01,Aggressive,Active,1623.29
900071,NV400187,2026-02,Aggressive,Active,1623.29
900071,NV400187,2026-03,Aggressive,Active,1623.29
900071,NV400187,2026-04,Aggressive,Active,1623.29
900071,NV400187,2026-05,Aggressive,Cancelled,0.0
900072,NV400188,2026-01,Moderate,Active,2307.69
900072,NV400188,2026-02,Moderate,Active,2307.69
900072,NV400188,2026-03,Moderate,Active,2307.69
900072,NV400188,2026-04,Moderate,Active,2307.69
900072,NV400188,2026-05,Moderate,Active,2307.69
900072,NV400188,2026-06,Moderate,Active,2307.69
900072,NV400188,2026-07,Moderate,Active,2307.69
900073,NV400197,2026-01,Moderate,Active,1261.01
900073,NV400197,2026-02,Moderate,Active,1261.01
900073,NV400197,2026-03,Moderate,Active,1261.01
900073,NV400197,2026-04,Moderate,Active,1261.01
900073,NV400197,2026-05,Moderate,Active,1261.01
900073,NV400197,2026-06,Moderate,Active,1261.01
900073,NV400197,2026-07,Moderate,Active,1261.01
900074,NV400198,2026-01,Conservative,Active,2321.73
900074,NV400198,2026-02,Conservative,Active,2321.73
900074,NV400198,2026-03,Conservative,Active,2321.73
900074,NV400198,2026-04,Conservative,Active,2321.73
900074,NV400198,2026-05,Conservative,Cancelled,0.0
900075,NV400199,2026-01,Moderate,Active,1553.84
900075,NV400199,2026-02,Moderate,Active,1553.84
900075,NV400199,2026-03,Moderate,Active,1553.84
900075,NV400199,2026-04,Moderate,Active,1553.84
900075,NV400199,2026-05,Moderate,Active,1553.84
900075,NV400199,2026-06,Moderate,Active,1553.84
900075,NV400199,2026-07,Moderate,Active,1553.84
900076,NV400200,2026-01,Conservative,Active,2981.62
900076,NV400200,2026-02,Conservative,Active,2981.62
900076,NV400200,2026-03,Conservative,Active,2981.62
900076,NV400200,2026-04,Conservative,Active,2981.62
900076,NV400200,2026-05,Conservative,Active,2981.62
900076,NV400200,2026-06,Conservative,Active,2981.62
900076,NV400200,2026-07,Conservative,Active,2981.62
900077,NV400208,2026-01,Conservative,Active,2813.25
900077,NV400208,2026-02,Conservative,Active,2813.25
900077,NV400208,2026-03,Conservative,Active,2813.25
900077,NV400208,2026-04,Conservative,Active,2813.25
900077,NV400208,2026-05,Conservative,Active,2813.25
900077,NV400208,2026-06,Conservative,Active,2813.25
900077,NV400208,2026-07,Conservative,Active,2813.25
900078,NV400211,2026-01,Aggressive,Active,2199.57
900078,NV400211,2026-02,Aggressive,Active,2199.57
900078,NV400211,2026-03,Aggressive,Active,2199.57
900078,NV400211,2026-04,Aggressive,Active,2199.57
900078,NV400211,2026-05,Aggressive,Active,2199.57
900078,NV400211,2026-06,Aggressive,Active,2199.57
900078,NV400211,2026-07,Aggressive,Active,2199.57
900079,NV400211,2026-05,Aggressive,Active,1655.17
900079,NV400211,2026-06,Aggressive,Paused,0.0
900079,NV400211,2026-07,Aggressive,Active,1655.17
900080,NV400220,2026-01,Moderate,Active,5993.77
900080,NV400220,2026-02,Moderate,Active,5993.77
900080,NV400220,2026-03,Moderate,Active,5993.77
900080,NV400220,2026-04,Moderate,Active,5993.77
900080,NV400220,2026-05,Moderate,Active,5993.77
900080,NV400220,2026-06,Moderate,Active,5993.77
900080,NV400220,2026-07,Moderate,Active,5993.77
900081,NV400222,2026-05,Aggressive,Active,4316.65
900081,NV400222,2026-06,Aggressive,Active,4316.65
900081,NV400222,2026-07,Aggressive,Active,4316.65
900082,NV400224,2026-01,Moderate,Active,2578.85
900082,NV400224,2026-02,Moderate,Active,2578.85
900082,NV400224,2026-03,Moderate,Active,2578.85
900082,NV400224,2026-04,Moderate,Active,2578.85
900082,NV400224,2026-05,Moderate,Active,2578.85
900082,NV400224,2026-06,Moderate,Active,2578.85
900082,NV400224,2026-07,Moderate,Active,2578.85
900083,NV400227,2026-02,Conservative,Active,2333.99
900083,NV400227,2026-03,Conservative,Active,2333.99
900083,NV400227,2026-04,Conservative,Active,2333.99
900083,NV400227,2026-05,Conservative,Active,2333.99
900083,NV400227,2026-06,Conservative,Active,2333.99
900083,NV400227,2026-07,Conservative,Active,2333.99
900084,NV400234,2026-05,Conservative,Active,2310.99
900084,NV400234,2026-06,Conservative,Active,2310.99
900084,NV400234,2026-07,Conservative,Active,2310.99
900085,NV400235,2026-01,Moderate,Active,2114.43
900085,NV400235,2026-02,Moderate,Active,2114.43
900085,NV400235,2026-03,Moderate,Active,2114.43
900085,NV400235,2026-04,Moderate,Active,2114.43
900085,NV400235,2026-05,Moderate,Active,2114.43
900085,NV400235,2026-06,Moderate,Active,2114.43
900085,NV400235,2026-07,Moderate,Active,2114.43
900086,NV400237,2026-01,Moderate,Active,5718.0
900086,NV400237,2026-02,Moderate,Active,5718.0
900086,NV400237,2026-03,Moderate,Active,5718.0
900086,NV400237,2026-04,Moderate,Active,5718.0
900086,NV400237,2026-05,Moderate,Active,5718.0
900086,NV400237,2026-06,Moderate,Active,5718.0
900086,NV400237,2026-07,Moderate,Active,5718.0
900087,NV400237,2026-02,Moderate,Active,2501.57
900087,NV400237,2026-03,Moderate,Active,2501.57
900087,NV400237,2026-04,Moderate,Active,2501.57
900087,NV400237,2026-05,Moderate,Active,2501.57
900087,NV400237,2026-06,Moderate,Paused,0.0
900087,NV400237,2026-07,Moderate,Active,2501.57
900088,NV400242,2026-01,Conservative,Active,3619.35
900088,NV400242,2026-02,Conservative,Active,3619.35
900088,NV400242,2026-03,Conservative,Active,3619.35
900088,NV400242,2026-04,Conservative,Active,3619.35
